id,jenis_makanan,nama_makanan,kalori,protein,lemak,karbohidrat,source
1298,komponen,biwah segar,51.0,0.3,0.1,12.1,kaggle
1299,komponen,bonggol pisang,43.0,2.6,0.0,11.6,kaggle
1300,komponen,bonggol pisang kering,245.0,3.4,0.0,66.2,kaggle
1301,komponen,bongkrek tempe bungkil,119.0,4.4,3.5,18.3,kaggle
1302,komponen,boros kunci,23.0,1.0,0.8,7.2,kaggle
1303,komponen,boros laja lengkuas,22.0,1.0,0.3,4.7,kaggle
1304,komponen,botok lamtoro,186.0,11.7,9.7,13.0,kaggle
1305,komponen,brem,249.0,3.4,0.4,58.0,kaggle
1306,dish,brondong,400.0,4.0,0.7,95.3,kaggle
1307,dish,brongkos,141.0,15.3,3.3,12.6,kaggle
1308,komponen,buah atung,23.0,0.8,0.2,5.2,kaggle
1309,komponen,buah kelenting segar,110.0,1.4,2.1,21.4,kaggle
1310,komponen,buah kelor,38.0,1.5,0.2,7.5,kaggle
1311,komponen,buah kom segar,264.0,4.0,1.1,59.6,kaggle
1312,komponen,buah mentega bisbul,39.0,0.7,0.2,9.7,kaggle
1313,komponen,buah merah,87.0,2.6,2.7,13.1,kaggle
1314,komponen,buah naga merah segar,71.0,1.7,3.1,9.1,kaggle
1315,komponen,buah naga putih segar,56.0,0.8,1.0,10.9,kaggle
1316,komponen,buah negri segar,55.0,1.2,0.1,12.2,kaggle
1317,komponen,buah nona,101.0,1.7,0.6,25.2,kaggle
1318,komponen,buah rotan segar,78.0,0.6,0.3,18.2,kaggle
1319,komponen,buah rukam segar,113.0,0.8,0.3,26.8,kaggle
1320,komponen,buah ruruhi segar,29.0,2.1,0.7,3.6,kaggle
1321,komponen,buah tuppa segar,67.0,0.4,0.2,15.9,kaggle
1322,komponen,buaya daging dendeng mentah,365.0,49.6,4.8,30.8,kaggle
1323,komponen,bubur,60.0,1.0,60.0,13.0,kaggle
1324,dish,bubur sagu,167.0,0.2,4.0,33.0,kaggle
1325,dish,bubur tinotuan manado,156.0,2.3,0.2,15.6,kaggle
1326,dish,bulgogi masakan,72.0,11.4,4.9,1.4,kaggle
1327,komponen,bulung jajan,212.0,16.9,0.2,47.6,kaggle
1328,komponen,bulung sangu,237.0,14.7,0.2,56.0,kaggle
1329,komponen,buncis,35.0,2.4,0.2,7.7,kaggle
1330,dish,buncis asam,60.0,5.1,0.5,8.5,kaggle
1331,dish,buncis rebus,30.0,2.2,0.2,6.4,kaggle
1332,komponen,bunga pepaya segar,45.0,2.6,0.3,8.1,kaggle
1333,komponen,bunga turi segar,42.0,2.0,1.1,6.1,kaggle
1334,komponen,bungkil biji karet,333.0,29.3,3.3,50.0,kaggle
1335,komponen,bungkil kacang tanah,336.0,37.4,13.0,30.5,kaggle
1336,komponen,bungkil kelapa,368.0,23.0,15.0,40.0,kaggle
1337,komponen,buntil,106.0,4.4,6.3,7.9,kaggle
1338,komponen,buntil daun talas,141.0,4.4,10.2,8.0,kaggle
1339,dish,buras,125.7,3.3,1.9,23.9,kaggle
1340,komponen,burung sarang segar,281.0,37.5,0.3,32.1,kaggle
1341,komponen,cabai gembor merah segar,38.0,1.6,0.8,6.3,kaggle
1342,komponen,cabai hijau segar,26.0,0.7,0.3,5.2,kaggle
1343,komponen,cabai merah kering,367.0,15.9,6.2,61.8,kaggle
1344,komponen,cabai merah segar,36.0,1.0,0.3,7.3,kaggle
1345,komponen,cabai rawit segar,120.0,4.7,2.4,19.9,kaggle
1346,komponen,caisin segar,20.0,1.7,0.4,3.4,kaggle
1347,komponen,cakalang asar asap papua,155.0,20.1,3.8,10.2,kaggle
1348,dish,cake tape,323.0,4.9,11.5,50.1,kaggle
1349,komponen,cammetutu,102.0,3.2,6.0,8.7,kaggle
1350,komponen,cantel mentah,366.0,11.0,3.3,73.0,kaggle
1351,dish,cap cai sayur,97.0,5.8,6.3,4.2,kaggle
1352,komponen,carica papaya segar,24.0,1.9,0.2,3.7,kaggle
1353,komponen,cassavastick,460.0,0.8,18.7,17.2,kaggle
1354,komponen,cempedak,116.0,3.0,0.4,28.6,kaggle
1355,komponen,cengkeh kering,330.0,5.2,8.9,57.4,kaggle
1356,komponen,centel,332.0,11.0,3.3,73.0,kaggle
1357,komponen,ceriping getuk singkong,462.0,1.2,20.7,67.7,kaggle
1358,dish,chicken teriyaki masakan,168.0,13.0,9.6,7.5,kaggle
1359,dish,chikiniku masakan,143.0,9.8,1.4,22.8,kaggle
1360,komponen,coklat bubuk,311.0,8.0,4.0,48.9,kaggle
1361,komponen,coklat manis batang,472.0,2.0,29.8,62.7,kaggle
1362,komponen,coklat pahit batang,504.0,5.5,52.9,29.2,kaggle
1363,komponen,coklat susu batang,381.0,9.0,35.0,53.6,kaggle
1364,dish,combro,210.0,1.6,6.6,35.8,kaggle
1365,dish,corned beef,241.0,16.0,25.0,0.0,kaggle
1366,dish,coto mangkasara kuda masakan,96.0,6.8,5.9,3.8,kaggle
1367,dish,coto mangkasara sapi masakan,84.0,6.0,6.0,1.4,kaggle
1368,komponen,cue selar kuning,145.0,27.0,2.3,0.0,kaggle
1369,komponen,cuka,12.0,0.1,0.1,5.0,kaggle
1370,dish,cumicumi goreng,265.0,40.6,10.1,0.0,kaggle
1371,komponen,cumicumi segar,75.0,16.1,0.7,0.1,kaggle
1372,komponen,daging anak sapi,190.0,19.1,12.0,0.0,kaggle
1373,komponen,daging asap,191.0,32.0,6.0,0.0,kaggle
1374,komponen,daging babi gemuk,457.0,11.6,45.0,0.0,kaggle
1375,komponen,daging babi kurus,376.0,14.1,35.0,0.0,kaggle
1376,komponen,daging domba,206.0,17.1,14.8,0.0,kaggle
1377,komponen,daging kambing,154.0,16.6,9.2,0.0,kaggle
1378,komponen,daging kerbau,84.0,18.7,0.5,0.0,kaggle
1379,komponen,daging kuda,118.0,18.1,4.1,0.9,kaggle
1380,komponen,daging sapi,207.0,18.8,14.0,0.0,kaggle
1381,komponen,daun bangunbangun segar,27.0,1.3,0.6,4.0,kaggle
1382,komponen,daun bawang,29.0,1.8,0.7,5.2,kaggle
1383,komponen,daun bawang merah segar,41.0,2.0,0.3,7.8,kaggle
1384,komponen,daun bebuas segar,41.0,2.7,1.0,7.3,kaggle
1385,komponen,daun belem segar,50.0,4.4,1.4,7.8,kaggle
1386,komponen,daun beluntas,42.0,1.8,0.5,9.4,kaggle
1387,komponen,daun cincau,122.0,6.0,1.0,26.0,kaggle
1388,komponen,daun gandaria,60.0,3.1,0.3,14.0,kaggle
1389,komponen,daun gedi besar segar,58.0,2.9,0.7,10.0,kaggle
1390,komponen,daun gelang segar,30.0,1.3,0.7,5.8,kaggle
1391,komponen,daun gunda bali segar,50.0,4.6,0.9,7.0,kaggle
1392,komponen,daun gunda serang segar,62.0,4.2,0.9,9.2,kaggle
1393,komponen,daun jambu mete muda,73.0,4.6,0.5,16.2,kaggle
1394,komponen,daun jampang segar,34.0,3.8,0.5,5.3,kaggle
1395,komponen,daun jawaw seluang segar,93.0,5.0,1.3,15.3,kaggle
1396,komponen,daun jonghe segar,27.0,2.1,0.7,4.4,kaggle
1397,komponen,daun kacang ma segar,36.0,2.9,0.6,6.8,kaggle
1398,komponen,daun kacang panjang,34.0,4.1,0.4,5.8,kaggle
1399,dish,daun kacang panjang kukus,40.0,3.7,0.3,8.0,kaggle
1400,komponen,daun kacang panjang segar,30.0,3.1,0.3,5.8,kaggle
1401,komponen,daun kasbisingkong karet segar,92.0,4.0,3.6,10.9,kaggle
1402,komponen,daun katuk,59.0,4.8,1.0,11.0,kaggle
1403,dish,daun katuk rebus,53.0,5.3,0.9,9.1,kaggle
1404,komponen,daun katuk segar,59.0,6.4,1.0,9.9,kaggle
1405,komponen,daun kecipir,47.0,5.0,0.5,8.5,kaggle
1406,komponen,daun kedondong,59.0,2.8,0.3,13.4,kaggle
1407,komponen,daun kelor,82.0,6.7,1.7,14.3,kaggle
1408,dish,daun kelor rebus,61.0,6.1,0.9,10.0,kaggle
1409,komponen,daun kemangi,46.0,4.0,0.5,8.9,kaggle
1410,komponen,daun kenikir segar,45.0,3.7,0.5,6.6,kaggle
1411,komponen,daun kesum segar,48.0,4.5,0.8,9.1,kaggle
1412,komponen,daun kol sawi segar,22.0,2.1,0.5,3.6,kaggle
1413,komponen,daun koro,23.0,3.0,0.3,3.7,kaggle
1414,komponen,daun kubis segar,51.0,2.5,1.1,8.0,kaggle
1415,komponen,daun kumak,14.0,1.3,0.3,2.3,kaggle
1416,komponen,daun labu siam,60.0,4.0,0.4,4.7,kaggle
1417,komponen,daun labu waluh,30.0,3.6,0.6,4.5,kaggle
1418,komponen,daun lamtoro segar,87.0,8.3,1.8,14.4,kaggle
1419,komponen,daun leilem segar,76.0,2.8,0.2,15.8,kaggle
1420,komponen,daun leunca,45.0,4.7,0.5,8.1,kaggle
1421,komponen,daun lobak,30.0,2.3,0.4,5.8,kaggle
1422,komponen,daun lompong tales,40.0,3.0,0.8,7.4,kaggle
1423,komponen,daun mangkokan,54.0,3.7,0.3,11.8,kaggle
1424,komponen,daun matel ambon segar,71.0,6.8,1.6,11.5,kaggle
1425,komponen,daun melinjo,99.0,5.0,1.3,21.3,kaggle
1426,dish,daun mengkudu kukus,63.0,3.8,1.5,11.5,kaggle
1427,komponen,daun ndusuk segar,166.0,1.7,0.5,38.8,kaggle
1428,komponen,daun oyong,22.0,1.0,0.1,5.3,kaggle
1429,komponen,daun oyong segar,22.0,1.0,0.1,5.3,kaggle
1430,komponen,daun pakis,35.0,4.0,0.3,6.4,kaggle
1431,komponen,daun pakis longgiho segar,54.0,2.2,3.6,3.1,kaggle
1432,komponen,daun pakis segar,39.0,4.5,0.4,6.9,kaggle
1433,komponen,daun pakis wambateu segar,53.0,3.4,1.2,7.2,kaggle
1434,komponen,daun paku segar,29.0,3.4,0.1,6.5,kaggle
1435,komponen,daun pangisegar,104.0,3.9,0.6,17.9,kaggle
1436,komponen,daun pare segar,49.0,2.7,1.0,8.4,kaggle
1437,komponen,daun pepaya segar,87.0,8.0,2.0,11.9,kaggle
1438,komponen,daun pete cina,128.0,12.0,6.5,12.4,kaggle
1439,komponen,daun pohpohan,37.0,2.5,0.8,6.9,kaggle
1440,komponen,daun salam bubuk,301.0,14.2,10.9,49.0,kaggle
1441,komponen,daun selasih segar,62.0,4.0,0.5,10.5,kaggle
1442,komponen,daun semanggi,45.0,4.4,8.0,0.5,kaggle
1443,komponen,daun semanggi segar,45.0,4.4,0.5,8.5,kaggle
1444,komponen,daun simpur segar,53.0,3.2,2.5,7.6,kaggle
1445,komponen,daun singkil segar,68.0,2.0,1.0,15.2,kaggle
1446,komponen,daun singkong,73.0,6.8,1.2,13.0,kaggle
1447,dish,daun singkong ambon segar,144.0,12.7,1.2,25.2,kaggle
1448,dish,daun singkong ampenan segar,50.0,6.2,1.1,7.1,kaggle
1449,dish,daun singkong kopang segar,74.0,6.3,0.7,10.7,kaggle
1450,dish,daun singkong lodeh,55.0,4.0,0.5,8.5,kaggle
1451,dish,daun singkong rebus,31.0,3.7,0.6,4.8,kaggle
1452,dish,daun singkong segar,50.0,6.2,1.1,7.1,kaggle
1453,komponen,daun sintrong,36.0,2.6,0.9,6.1,kaggle
1454,dish,daun talas rebus,27.0,1.3,0.2,5.9,kaggle
1455,komponen,daun talas segar,59.0,3.0,0.4,13.5,kaggle
1456,komponen,daun tales,71.0,4.1,2.1,12.3,kaggle
1457,dish,daun tales rebus,27.0,1.3,0.2,5.9,kaggle
1458,komponen,daun tespong segar,70.0,2.9,0.3,13.9,kaggle
1459,komponen,daun ubi jalar,47.0,2.8,0.4,10.4,kaggle
1460,dish,daun ubi jalar kukus,56.0,3.1,0.3,13.0,kaggle
1461,komponen,daun ubi kuning segar,62.0,3.7,0.3,11.1,kaggle
1462,dish,daun ubi merah kukus,56.0,3.1,0.3,13.0,kaggle
1463,komponen,daun ubi merah segar,48.0,3.0,0.3,10.8,kaggle
1464,komponen,daun ubi putih segar,46.0,2.8,0.2,8.2,kaggle
1465,komponen,daun ubi tinta segar,55.0,1.7,0.1,11.9,kaggle
1466,komponen,deblo,260.0,2.0,15.0,53.0,kaggle
1467,dish,dendeng belut goreng,382.0,55.7,14.1,8.0,kaggle
1468,komponen,dendeng daging sapi,433.0,55.0,9.0,0.0,kaggle
1469,dish,dendeng mujahir goreng,598.0,74.3,26.9,9.2,kaggle
1470,komponen,dideh darah ayam,77.0,13.8,1.9,0.7,kaggle
1471,komponen,dideh darah sapi,104.0,21.9,1.1,0.0,kaggle
1472,dish,djibokum masakan,248.0,10.0,2.3,40.9,kaggle
1473,dish,dodol,395.0,3.0,5.7,81.2,kaggle
1474,dish,dodol bali,298.0,3.7,2.1,65.9,kaggle
1475,dish,dodol banjarmasin,368.0,2.6,8.6,70.0,kaggle
1476,dish,dodol galamai,348.0,0.4,3.8,76.1,kaggle
1477,dish,dodol kedondong,331.0,1.9,7.6,63.8,kaggle
1478,dish,dodol manado,373.0,4.3,16.5,51.9,kaggle
1479,komponen,dodonkol,17.5,3.3,2.3,39.5,kaggle
1480,komponen,domba daging gemuk segar,317.0,15.7,27.7,0.0,kaggle
1481,komponen,domba daging kurus segar,202.0,17.1,14.8,0.0,kaggle
1482,komponen,domba ginjal segar,100.0,16.6,3.3,1.0,kaggle
1483,komponen,duku,63.0,1.0,0.2,16.1,kaggle
1484,komponen,durian,134.0,2.5,3.0,28.0,kaggle
1485,komponen,duwet segar,80.0,0.5,0.6,18.2,kaggle
1486,komponen,eceng gondok,18.0,1.0,0.2,3.8,kaggle
1487,dish,embacang,98.0,1.4,0.2,25.4,kaggle
1488,dish,empal daging goreng masakan,248.0,36.2,6.9,10.1,kaggle
1489,dish,empal goreng,590.0,18.5,57.0,0.0,kaggle
1490,dish,emping kerupuk melinjo,345.0,12.0,1.5,71.5,kaggle
1491,dish,emping beras,403.0,10.6,2.2,85.3,kaggle
1492,dish,emping komak,355.0,17.8,4.6,60.7,kaggle
1493,komponen,encung asam segar,122.0,3.5,4.5,17.5,kaggle
1494,komponen,entingenting gepuk hello kity,538.0,13.6,30.3,52.6,kaggle
1495,komponen,entingenting gepuk kacang tanah,524.0,13.3,29.2,52.0,kaggle
1496,komponen,entingenting wijen,565.0,18.2,38.4,36.8,kaggle
1497,komponen,erbis,70.0,0.6,0.0,18.9,kaggle
1498,dish,es krim,210.0,4.0,12.5,20.6,kaggle
1499,dish,es krim coconut milk,156.7,3.0,1.7,32.7,kaggle
1500,dish,es mambo,152.0,0.0,0.0,37.6,kaggle
1501,dish,es sirup,44.8,0.0,0.0,11.3,kaggle
1502,komponen,fillet ofish,270.0,12.3,15.9,19.3,kaggle
1503,komponen,gadenggadung kering,322.0,2.4,0.6,76.6,kaggle
1504,dish,gadogado,137.0,6.1,3.2,21.0,kaggle
1505,dish,gadung kukus,88.0,0.8,0.3,20.9,kaggle
1506,komponen,gadung mentah,101.0,2.1,0.2,23.2,kaggle
1507,dish,gadung ubi kukus,88.0,0.6,0.3,20.9,kaggle
1508,komponen,gadung ubi segar,100.0,0.9,0.3,23.5,kaggle
1509,komponen,gambas oyong,18.0,0.8,0.2,4.1,kaggle
1510,dish,gambas lodeh,13.0,0.3,0.6,1.6,kaggle
1511,komponen,gandaria,68.0,0.7,0.1,18.0,kaggle
1512,dish,ganyong kukus,100.0,0.8,0.2,23.8,kaggle
1513,komponen,ganyong mentah,95.0,1.0,0.1,22.6,kaggle
1514,dish,ganyong rebus,100.0,0.8,0.2,23.8,kaggle
1515,komponen,ganyong segar,77.0,0.6,0.2,18.4,kaggle
1516,komponen,gaplek,338.0,1.5,0.7,81.3,kaggle
1517,komponen,gatep segar,191.0,4.5,1.5,39.7,kaggle
1518,komponen,gatot,347.0,1.3,0.7,83.8,kaggle
1519,komponen,geblek,195.0,0.4,1.7,44.4,kaggle
1520,komponen,gelatine,389.0,0.0,0.0,91.0,kaggle
1521,komponen,gembili,95.0,1.5,0.1,22.4,kaggle
1522,komponen,gembili ubi segar,131.0,1.1,0.2,31.3,kaggle
1523,komponen,gemblong,274.0,1.7,5.4,55.5,kaggle
1524,dish,gendar goreng,407.0,6.4,28.2,32.0,kaggle
1525,komponen,genjer segar,35.0,1.7,0.2,7.7,kaggle
1526,dish,geplak,350.0,1.4,14.4,53.6,kaggle
1527,dish,geplak jahe,462.0,3.1,24.4,57.7,kaggle
1528,dish,gete kuah asam masakan,75.0,8.2,2.0,6.0,kaggle
1529,dish,getuk goreng,360.0,1.3,6.4,74.3,kaggle
1530,dish,getuk lindri,171.4,4.0,4.0,32.0,kaggle
1531,dish,getuk pisang,144.0,1.1,0.4,34.1,kaggle
1532,komponen,getuk singkong,204.0,0.5,1.4,47.4,kaggle
1533,komponen,ginjal babi,114.0,16.3,4.6,0.8,kaggle
1534,komponen,ginjal domba,105.0,16.6,3.3,1.0,kaggle
1535,komponen,ginjal sapi,141.0,15.0,8.1,0.9,kaggle
1536,dish,gudeg,53.0,1.6,1.6,8.8,kaggle
1537,dish,gudeg sayur,160.0,3.3,9.2,16.0,kaggle
1538,komponen,gula aren,368.0,0.0,0.0,95.0,kaggle
1539,komponen,gula kelapa,386.0,3.0,10.0,76.0,kaggle
1540,komponen,gula merah tebu belum dimurnikan,356.0,0.4,0.5,90.6,kaggle
1541,komponen,gula putih,394.0,0.0,0.0,94.0,kaggle
1542,dish,gulai asam keueung masakan,52.0,10.0,0.5,1.8,kaggle
1543,dish,gulai ikan masakan,106.0,16.5,3.3,2.5,kaggle
1544,dish,gulai ikan paya masakan,148.0,10.0,9.8,5.0,kaggle
1545,dish,gulai kambing,126.0,4.2,9.4,6.2,kaggle
1546,dish,gulai keumamah masakan,110.0,5.9,8.2,3.2,kaggle
1547,dish,gulai pakis,143.0,4.0,11.4,6.0,kaggle
1548,dish,gulai pliek,176.0,7.3,14.9,3.2,kaggle
1549,dish,gulai tiram masakan,132.0,9.0,7.2,7.8,kaggle
1550,dish,gurame asem manis masakan,192.0,12.7,10.1,12.7,kaggle
1551,komponen,gurandil,218.0,0.5,2.5,48.5,kaggle
1552,komponen,ham,389.0,16.9,35.0,0.3,kaggle
1553,komponen,hangop,65.0,10.0,1.0,3.5,kaggle
1554,komponen,hati babi,134.0,19.7,4.8,1.7,kaggle
1555,komponen,hati sapi,136.0,19.7,3.2,6.0,kaggle
1556,komponen,havermout,390.0,14.2,7.4,68.2,kaggle
1557,komponen,hofaubi hutan segar,127.0,1.2,0.5,29.5,kaggle
1558,dish,ikan asar merah masakan,146.0,17.7,5.9,5.6,kaggle
1559,dish,ikan asin bilis goreng,380.0,33.6,27.5,0.0,kaggle
1560,dish,ikan asin gabus goreng,456.0,46.5,24.4,0.0,kaggle
1561,dish,ikan asin japuh goreng,348.0,18.7,29.5,0.0,kaggle
1562,komponen,ikan asin kering,193.0,42.0,1.5,0.0,kaggle
1563,dish,ikan asin pari goreng,430.0,58.2,23.6,0.0,kaggle
1564,dish,ikan asin pepetek goreng,652.0,40.4,54.3,0.0,kaggle
1565,dish,ikan asin sirinding goreng,319.0,6.9,31.7,0.0,kaggle
1566,dish,ikan asin teri goreng,430.0,33.4,32.4,0.0,kaggle
1567,komponen,ikan bader tawes,198.0,19.0,13.0,0.0,kaggle
1568,komponen,ikan balong segar,107.0,16.5,3.9,1.5,kaggle
1569,komponen,ikan bambangan segar,112.0,20.0,1.3,3.7,kaggle
1570,komponen,ikan bandeng,129.0,20.0,4.8,0.0,kaggle
1571,dish,ikan bandeng presto masakan,296.0,17.1,20.3,11.3,kaggle
1572,komponen,ikan banjar segar,111.0,19.4,0.9,4.8,kaggle
1573,komponen,ikan baronang segar,78.0,14.5,0.6,3.7,kaggle
1574,dish,ikan baung bakar,144.0,17.8,5.8,5.2,kaggle
1575,komponen,ikan baung segar,123.0,15.1,5.5,3.3,kaggle
1576,komponen,ikan bawal,96.0,19.0,1.7,0.0,kaggle
1577,komponen,ikan bekasang,138.0,14.0,0.7,7.4,kaggle
1578,dish,ikan belida bakar,128.0,18.0,3.0,7.2,kaggle
1579,komponen,ikan belida segar,80.0,14.7,1.4,2.2,kaggle
1580,dish,ikan belut segar goreng,417.0,25.9,19.4,32.0,kaggle
1581,komponen,ikan belut segar mentah,82.0,6.7,1.0,10.9,kaggle
1582,komponen,ikan beunteur,66.0,14.0,0.0,0.0,kaggle
1583,komponen,ikan biawan segar,90.0,14.9,2.5,2.1,kaggle
1584,komponen,ikan bili segar,88.0,14.2,0.7,6.2,kaggle
1585,komponen,ikan bubara segar,100.0,14.7,2.4,4.9,kaggle
1586,komponen,ikan bulanbulan segar,134.0,25.5,1.3,5.0,kaggle
1587,komponen,ikan cakalang asap mentah,204.0,34.2,5.6,1.9,kaggle
1588,komponen,ikan cakalang asin mentah,198.0,36.5,2.2,5.5,kaggle
1589,komponen,ikan cakalang hati segar,120.0,11.3,3.9,10.0,kaggle
1590,komponen,ikan cakalang jantung segar,116.0,11.2,1.2,10.2,kaggle
1591,komponen,ikan cakalang perut segar,86.0,10.2,1.1,8.7,kaggle
1592,komponen,ikan cakalang segar,107.0,19.6,0.7,5.5,kaggle
1593,komponen,ikan calo peda mentah,81.0,11.4,1.9,3.8,kaggle
1594,komponen,ikan daun segar,101.0,11.5,4.1,4.6,kaggle
1595,komponen,ikan ekor kuning,109.0,17.0,4.0,0.0,kaggle
1596,komponen,ikan gabus asap mentah,261.0,38.1,2.3,21.9,kaggle
1597,komponen,ikan gabus kering,292.0,58.0,4.0,0.0,kaggle
1598,komponen,ikan gabus segar,74.0,25.2,1.7,0.0,kaggle
1599,dish,ikan gete goreng,267.0,23.1,19.4,0.2,kaggle
1600,komponen,ikan hitam segar,101.0,10.3,3.7,6.7,kaggle
1601,komponen,ikan hiu kering,298.0,46.3,3.6,20.2,kaggle
1602,komponen,ikan hiu segar,57.0,10.7,0.3,2.2,kaggle
1603,komponen,ikan kacangan segar,77.0,15.6,0.9,1.6,kaggle
1604,komponen,ikan kakap segar,92.0,20.0,0.7,0.0,kaggle
1605,komponen,ikan kakatua segar,82.0,11.4,1.2,6.4,kaggle
1606,komponen,ikan kapar segar,132.0,17.0,6.7,0.8,kaggle
1607,komponen,ikan katombo asin,162.0,31.7,2.8,0.3,kaggle
1608,komponen,ikan kawalinya segar,110.0,12.6,4.2,5.4,kaggle
1609,komponen,ikan kayu kering,302.0,70.7,1.9,0.4,kaggle
1610,komponen,ikan kembung,103.0,22.0,1.0,0.0,kaggle
1611,komponen,ikan kima segar,70.0,10.8,0.7,5.2,kaggle
1612,dish,ikan lais bakar,147.0,17.5,6.5,5.4,kaggle
1613,komponen,ikan layang,109.0,22.0,1.7,0.0,kaggle
1614,komponen,ikan layur segar,82.0,18.0,1.0,0.4,kaggle
1615,komponen,ikan lehoma segar,90.0,20.4,0.9,0.0,kaggle
1616,dish,ikan lele goreng,252.0,19.9,19.1,0.0,kaggle
1617,komponen,ikan lemuru,112.0,20.0,3.0,0.0,kaggle
1618,komponen,ikan lidah segar,104.0,15.6,3.2,2.0,kaggle
1619,komponen,ikan lomak asin mentah,258.0,40.3,2.3,18.9,kaggle
1620,komponen,ikan malalugis segar,99.0,20.6,1.4,0.9,kaggle
1621,komponen,ikan mas,86.0,16.0,2.0,0.0,kaggle
1622,dish,ikan mas goreng,188.0,19.3,12.2,0.0,kaggle
1623,dish,ikan mas pepes,209.0,15.2,11.3,11.8,kaggle
1624,komponen,ikan mayong segar,97.0,17.9,2.0,0.4,kaggle
1625,dish,ikan mujair dendeng goreng,598.0,74.3,26.9,9.2,kaggle
1626,komponen,ikan mujair dendeng mentah,582.0,68.3,15.2,37.2,kaggle
1627,dish,ikan mujair goreng,416.0,46.9,23.9,0.0,kaggle
1628,dish,ikan mujair pepes,121.0,21.7,2.8,0.8,kaggle
1629,komponen,ikan mujair segar,89.0,18.7,1.0,0.0,kaggle
1630,komponen,ikan nasu metti segar,154.0,16.8,5.0,10.5,kaggle
1631,komponen,ikan oci kembung segar,125.0,21.3,3.4,2.2,kaggle
1632,dish,ikan papuyu bakar,152.0,17.6,6.1,6.7,kaggle
1633,komponen,ikan papuyu betok segar,120.0,14.3,4.9,4.6,kaggle
1634,dish,ikan patin bakar,144.0,17.5,6.3,4.3,kaggle
1635,komponen,ikan patin segar,132.0,17.0,6.6,1.1,kaggle
1636,komponen,ikan peda banjar mentah,156.0,28.0,4.0,2.0,kaggle
1637,komponen,ikan pepetek,176.0,32.0,4.4,0.0,kaggle
1638,dish,ikan pindang banjar mentah,157.0,28.0,4.2,1.8,kaggle
1639,dish,ikan pindang benggol mentah,170.0,31.0,4.2,0.0,kaggle
1640,dish,ikan pindang layang mentah,153.0,30.0,2.8,0.0,kaggle
1641,dish,ikan pindang selar mentah,142.0,27.0,3.0,0.0,kaggle
1642,komponen,ikan sale lais mentah,415.0,61.3,17.6,2.9,kaggle
1643,komponen,ikan sale segar,534.0,40.2,39.3,4.9,kaggle
1644,komponen,ikan saluang kering mentah,284.0,34.1,9.9,14.6,kaggle
1645,komponen,ikan saluang segar,113.0,13.9,4.9,3.4,kaggle
1646,dish,ikan sanggang masakan,240.0,21.7,7.7,20.7,kaggle
1647,komponen,ikan sarden segar,109.0,19.9,1.8,3.4,kaggle
1648,komponen,ikan segar,113.0,17.0,4.5,0.0,kaggle
1649,komponen,ikan selar kering,194.0,38.0,3.5,0.0,kaggle
1650,komponen,ikan selar kuning cue mentah,138.0,27.0,3.3,0.0,kaggle
1651,komponen,ikan selar segar,100.0,18.8,2.2,0.0,kaggle
1652,komponen,ikan sepat kering,289.0,38.0,14.0,0.0,kaggle
1653,komponen,ikan sepat segar,84.0,15.2,0.6,4.7,kaggle
1654,komponen,ikan sidat segar,81.0,11.4,1.9,3.8,kaggle
1655,komponen,ikan sunu asin mentah,199.0,34.1,3.8,7.1,kaggle
1656,komponen,ikan sunu segar,111.0,13.3,3.4,6.7,kaggle
1657,komponen,ikan tahuman segar,88.0,15.9,0.9,4.1,kaggle
1658,komponen,ikan tarmon segar,96.0,19.5,1.1,2.0,kaggle
1659,komponen,ikan telan segar,95.0,15.8,0.7,6.5,kaggle
1660,komponen,ikan telur asin mentah,358.0,20.7,26.4,9.4,kaggle
1661,komponen,ikan tembang,204.0,16.0,15.0,0.0,kaggle
1662,komponen,ikan tempahas segar,101.0,15.1,4.1,1.0,kaggle
1663,komponen,ikan tepung mentah,316.0,60.1,6.5,22.4,kaggle
1664,komponen,ikan terbang segar,98.0,19.6,1.7,1.0,kaggle
1665,komponen,ikan teri bubuk,277.0,60.0,2.3,1.8,kaggle
1666,komponen,ikan teri kering,170.0,33.4,3.0,0.0,kaggle
1667,komponen,ikan teri kering tawar,331.0,68.7,4.2,0.0,kaggle
1668,dish,ikan teri nasi kering,144.0,32.5,0.6,0.0,kaggle
1669,komponen,ikan teri segar,74.0,10.3,1.4,4.1,kaggle
1670,komponen,ikan teri tepung,347.0,48.8,6.4,19.6,kaggle
1671,komponen,ikan titang segar,82.0,17.4,0.4,2.3,kaggle
1672,komponen,ikan tongkol segar,100.0,13.7,1.5,8.0,kaggle
1673,komponen,ikan turi segar,96.0,19.2,2.0,0.2,kaggle
1674,dish,intip goreng,474.0,7.6,21.6,62.3,kaggle
1675,komponen,itik alabio daging dendeng mentah,496.0,30.3,33.5,18.4,kaggle
1676,komponen,jagung grontol,156.0,2.7,1.3,33.3,kaggle
1677,komponen,jagung kuning giling,361.0,8.7,4.5,72.4,kaggle
1678,komponen,jagung kuning muda,129.0,4.1,1.3,30.3,kaggle
1679,komponen,jagung kuning pipil baru,307.0,7.9,3.4,63.6,kaggle
1680,komponen,jagung kuning pipil kering mentah,366.0,9.8,7.3,69.1,kaggle
1681,komponen,jagung kuning pipil lama,355.0,9.2,3.9,73.7,kaggle
1682,dish,jagung kuning pipil rebus,154.0,3.8,3.5,28.4,kaggle
